movie_name,movie_date,score,genre,movie_status,ori_lang,budget,revenue,country
Three Steps Over Heaven,2004-12-03,57,"Drama, Romance", Released, Italian,3040046,2062204,IT
Lake Placid 3,08-21-2010 ,52,"Horror, Action, Science Fiction, Thriller", Released, English,2500000,3272708,US
The Man from U.N.C.L.E.,08-13-2015 ,71,"Comedy, Action, Adventure", Released, English,75000000,108145109,AU
The Nut Job,01-19-2014 ,58,"Animation, Comedy, Family, Adventure", Released, English,30000000,122529966,AU
Police Academy 5: Assignment Miami Beach,03-31-1988 ,52,"Comedy, Crime", Released, English,4300000,19510371,AU
A Walk in the Clouds,10-19-1995 ,72,"Drama, Romance", Released, English,20000000,50008143,AU
Giving Hope: The Ni'cola Mitchell Story,2023-09-04,0,"Drama, Crime, TV Movie", Released, English,199600000,175269999,US
Stutz,11-14-2022 ,76,Documentary, Released, English,62400000,804760469,AU
The Hyena,1997-05-09,37,"Thriller, Romance", Released, Italian,58670000,385960548,IT
The Shallows,08-18-2016 ,64,"Horror, Drama, Thriller", Released, English,13000000,118763442,AU
From Up on Poppy Hill,12-20-2012 ,75,"Animation, Drama", Released, Japanese,22000000,61037844,AU
The Color Purple,06-26-1986 ,78,Drama, Released, English,15000000,94029472,AU
The Death of Superman,2018-06-08,75,"Science Fiction, Animation, Action, Drama", Released, English,136000000,629637516,AU
August Rush,02-21-2008 ,74,"Family, Drama, Music", Released, English,25000000,64605762,AU
Heavy Metal,1981-07-08,65,"Animation, Science Fiction, Adventure, Fantasy, Music", Released, English,9300000,19571091,US
Sulle nuvole,04-26-2022 ,57,"Drama, Romance", Released, Italian,118008009,452180857,IT
In the Name of Ben-Hur,2016-02-08,41,Action, Released, English,118800000,461171408,US
3 Days to Kill,03-13-2014 ,61,"Action, Drama, Thriller", Released, English,28000000,38959900,AU
mid90s,2019-04-04,75,"Drama, Comedy", Released, English,258158,6897446,AU
The Guest,2015-12-08,66,"Mystery, Thriller, Action", Released, English,5000000,2700051,AU
Kung Fu Panda: Secrets of the Scroll,12-15-2015 ,69,"Animation, Family, Comedy", Released, English,116400000,187299322,US
Sister Act 2: Back in the Habit,03-25-1994 ,64,"Music, Comedy", Released, English,38000000,57319029,AU
Little Lies,09-21-2022 ,76,"Comedy, Romance, Thriller", Released," Spanish, Castilian",84800000,543128899,AR
Mia and the White Lion,11-14-2019 ,73,"Adventure, Family, Drama", Released, French,9600000,35487190,AU
Cosmoball,08-27-2020 ,64,"Science Fiction, Adventure", Released, Russian,15000000,211802400,RU
Scooby-Doo! and the Monster of Mexico,01-21-2004 ,74,"Animation, Comedy, Family, Mystery", Released, English,114600000,316508150,AU
Burnt,10-22-2015 ,65,Drama, Released, English,20000000,36766293,AU
Abigail,12-31-2019 ,62,"Adventure, Fantasy, Mystery", Released, English,7000000,1940234,US
Angry Annie,11-30-2022 ,82,"Comedy, Drama", Released, French,3500000,84636503,FR
Heidi,2019-07-08,71,"Adventure, Family", Released, German,8800000,210324218,AU
Stay Out of the Attic,10-15-2020 ,57,Horror, Released, English,103600000,134150173,US
Hilda Crack 7,2023-07-04,0,"Comedy, Animation", Released, English,156600000,175269999,US
Eraser,09-19-1996 ,60,"Action, Drama, Mystery, Thriller", Released, English,100000000,234400000,AU
Tron,1982-03-12,67,"Science Fiction, Action, Adventure", Released, English,17000000,26919100,AU
The Blessing Bracelet,2023-09-04,0,"TV Movie, Romance, Drama", Released, English,213940000,178359863,US
The Ten Commandments,10-19-2007 ,52,"Animation, Drama, Family, History", Released, English,13500000,85433929,US
The Ten Commandments,10-19-2007 ,52,"Animation, Drama, Family, History", Released, English,10000000,1051907,US
Hall Pass,2011-02-03,57,"Comedy, Romance", Released, English,68000000,87173475,AU
"ariana grande: excuse me, i love you",12-21-2020 ,82,"Music, Documentary", Released, English,106800000,704045289,US
Forgetting Sarah Marshall,04-17-2008 ,65,"Comedy, Romance, Drama", Released, English,30000000,105475310,AU
The Wolf and the Lion,10-13-2021 ,75,"Family, Adventure", Released, English,11900000,15300000,FR
Discarnate,2019-05-03,54,"Horror, Thriller", Released, English,88000000,442745633,US
Surrogates,09-24-2009 ,61,"Science Fiction, Action, Thriller", Released, English,80000000,119668350,AU
High Tension,06-18-2003 ,68,"Horror, Thriller, Mystery", Released, French,2850000,6435262,FR
North by Northwest,11-27-1959 ,80,"Mystery, Thriller", Released, English,4000000,13275000,AU
Orca,07-22-1977 ,62,"Adventure, Horror, Thriller", Released, English,17500000,14717854,US
The Ice Road,2021-12-08,70,"Action, Thriller", Released, English,41696872,7502846,AU
Halloween H20: 20 Years Later,10-29-1998 ,60,"Horror, Thriller", Released, English,17000000,75000000,AU
"Monster High: Frights, Camera, Action!",03-25-2014 ,73,"Family, Animation, Fantasy", Released, English,100940000,547499183,US
Erax,02-17-2022 ,48,"Mystery, Family", Released, English,104000000,524253076,US
The Best of Me,10-30-2014 ,75,"Drama, Romance", Released, English,26000000,41059418,AU
I Am the Abyss,10-27-2022 ,58,Thriller, Released, Italian,97140000,181655466,IT
Wedding Crashers,2005-11-08,65,"Comedy, Romance", Released, English,40000000,283218368,AU
Detective Conan: Magician of the Silver Sky,04-17-2004 ,69,"Animation, Mystery", Released, Japanese,94400000,499328884,JP
Master and Commander: The Far Side of the World,2003-04-12,71,"Adventure, Drama, War", Released, English,135000000,212912137,AU
Inferno,09-25-1999 ,61,"Action, Drama, Romance", Released, English,75000000,219519367,US
Savage Grace,07-27-2007 ,57,Drama, Released, English,4600000,968805,AU
Transformers,06-28-2007 ,68,"Adventure, Science Fiction, Action", Released, English,151000000,708272592,AU
Flower and Snake 2: Sketch of Hell,08-24-1985 ,50,"Thriller, Drama", Released, Japanese,165600000,372589869,JP
Unfriended,04-30-2015 ,55,"Horror, Thriller, Mystery", Released, English,1000000,64364198,AU
Casino Royale,04-18-1989 ,53,"Adventure, Action, Comedy", Released, English,102000000,594420216,AU
Casino Royale,04-18-1989 ,53,"Adventure, Action, Comedy", Released, English,12000000,41744718,AU
The Searchers,05-26-1956 ,78,Western, Released, English,3750000,6216423,US
To Seduce an Enemy,01-16-2003 ,49,"Mystery, Crime", Released, Cantonese,173800000,875944666,HK
The Glass Castle,2017-07-09,72,Drama, Released, English,9000000,22088533,AU
The Science of Interstellar,11-25-2014 ,68,Documentary, Released, English,81500000,563588855,US
Maggie Simpson in The Force Awakens from Its Nap,2021-04-05,68,"Family, Animation, Comedy, Science Fiction", Released, English,80154098,677730589,US
Cross the Line,10-16-2020 ,69,"Thriller, Crime", Released," Spanish, Castilian",80600000,557343249,ES
Showgirls,1995-12-10,55,Drama, Released, English,40000000,37750754,AU
Fate/stay night: Heaven's Feel II. Lost Butterfly,2019-12-01,69,"Animation, Action, Fantasy, Drama, Romance", Released, Japanese,55020000,19790000,JP
Reminiscence,08-19-2021 ,67,"Mystery, Science Fiction", Released, English,67972729,15449322,AU
Baby's Day Out,12-22-1994 ,63,"Family, Comedy, Adventure, Crime, Drama", Released, English,50000000,16671505,AU
The Iceman,2013-08-06,65,"Thriller, Crime, Drama", Released, English,10000000,3623609,AU
The Fast and the Furious: Tokyo Drift,06-15-2006 ,64,"Action, Crime, Drama, Thriller", Released, English,85000000,157794205,AU
Don't Look Now... We're Being Shot At!,1966-08-12,79,"Comedy, War", Released, French,28160000,725025622,FR
Talladega Nights: The Ballad of Ricky Bobby,09-21-2006 ,63,Comedy, Released, English,73000000,162870525,AU
Plum Blossom,10-14-2000 ,59,"Romance, Drama", Released, Korean,162100000,437846475,KR
Takers,2010-09-12,62,"Action, Crime, Drama, Thriller", Released, English,32000000,70587268,AU
"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,61,"Animation, Drama, Mystery, Romance, Science Fiction", Released, Japanese,140000000,670760463,JP
Abraham Lincoln vs. Zombies,05-29-2012 ,40,"Horror, Action, Thriller", Released, English,150000,1240262,US
Bring It On: Worldwide #Cheersmack,08-29-2017 ,61,"Comedy, Romance", Released, English,72400000,471064869,US
Unfriended: Dark Web,2018-09-08,63,"Horror, Thriller, Mystery", Released, English,1000000,16434588,AU
Dragon: The Bruce Lee Story,06-24-1993 ,69,"Drama, History, Action", Released, English,14000000,63513743,AU
Doraemon: Nobita's Dorabian Nights,1991-09-03,74,"Animation, Adventure, Fantasy", Released, Japanese,131600000,397057827,JP
Fried Green Tomatoes,03-26-1992 ,77,"Drama, Comedy", Released, English,11000000,81204830,AU
On the Edge,06-29-2022 ,59,"Drama, Thriller", Released, French,85600000,231390603,FR
Idol Sex: LA Korean Women,06-18-2020 ,10,"Romance, Drama", Released, Korean,198540000,38157314,KR
Fantastic Planet,1973-06-12,77,"Animation, Science Fiction", Released, French,106000000,1032469156,FR
Sextuplets,08-16-2019 ,63,Comedy, Released, English,110000000,271669046,US
A Bad Moms Christmas,2017-02-11,63,Comedy, Released, English,28000000,127710550,AU
Universal Soldier: Day of Reckoning,11-30-2012 ,55,"Action, Science Fiction, Thriller", Released, English,11500000,1402307,US
Fear and Loathing in Las Vegas,07-16-1998 ,72,"Adventure, Drama, Comedy", Released, English,18500000,13711903,AU
Miracle: Letters to the President,09-15-2021 ,73,Drama, Released, Korean,7048000,5619316,KR
Torn Hearts,05-20-2022 ,60,"Horror, Thriller, Music", Released, English,131000000,577005603,US
The Muppets,2012-10-02,67,"Comedy, Music", Released, English,45000000,160971922,AU
Rendel,09-22-2017 ,54,"Fantasy, Action, Crime", Released, Finnish,1686858,1891907,FI
Old School,05-29-2003 ,66,Comedy, Released, English,24000000,86737464,AU
El test,2022-02-09,62,Comedy, Released," Spanish, Castilian",161400000,287419513,ES
The Cursed: Dead Manâ€™s Prey,07-28-2021 ,76,"Thriller, Mystery, Horror", Released, Korean,114400000,552961815,KR
Volcano,04-25-1997 ,59,"Science Fiction, Action, Drama, Thriller", Released, English,90000000,120100000,US
Obsessed,05-14-2014 ,69,Drama, Released, Korean,20000000,73964713,KR
Day of the Dead: Bloodline,2018-05-01,46,"Action, Horror", Released, English,8000000,2279595,US
Ip Man 4: The Finale,12-20-2019 ,72,"Action, Drama, History", Released, Cantonese,52000000,176345966,AU
Queen of the Damned,2002-04-04,61,"Drama, Fantasy, Horror", Released, English,35000000,30307804,AU
Inside,2018-12-01,50,"Horror, Thriller", Released, English,67800000,677521306,US
Megamind: The Button of Doom,02-25-2011 ,67,"Animation, Action, Comedy, Family", Released, English,158000000,392188196,US
Fallen,03-19-1998 ,68,"Crime, Drama, Action, Thriller, Horror", Released, English,46000000,25232289,AU
The Boy Next Door,2015-11-06,48,Thriller, Released, English,4000000,53401938,AU
American Gigolo,1980-08-02,61,"Crime, Drama, Mystery", Released, English,5000000,52700000,US
Doraemon: Nobita and the Kingdom of Clouds,1992-07-03,72,"Animation, Fantasy", Released, Japanese,71600000,797314975,JP
Lost in Translation,12-26-2003 ,74,"Drama, Romance, Comedy", Released, English,4000000,117085297,AU
The Break-Up,2006-06-06,58,"Romance, Comedy", Released, English,52000000,205727307,AU
Paprika,10-21-2006 ,78,"Animation, Mystery, Science Fiction, Thriller", Released, Japanese,38061149,946590,JP
Kuroko's Basketball - Movie: Winter Cup - Shadow and Light,2016-03-09,67,Animation, Released, Japanese,159400000,335498978,JP
House of 1000 Corpses,07-25-2003 ,62,"Horror, Crime", Released, English,7000000,17949758,AU
Made in Abyss: Dawn of the Deep Soul,2020-08-10,80,"Animation, Adventure, Fantasy, Mystery", Released, Japanese,20311197,4971635,AU
Perfect Stranger,04-19-2007 ,58,"Thriller, Crime, Mystery", Released, English,60795000,73090611,US
Death Note Relight 2: L's Successors,2009-10-12,73,"TV Movie, Thriller, Animation, Crime, Drama, Fantasy", Released, Japanese,102200000,1165655470,AU
Assassination,08-27-2015 ,74,"Action, Drama, Thriller", Released, Korean,2630000,96119773,AU
Little Nicky,12-26-2000 ,59,"Comedy, Fantasy", Released, English,80000000,58270391,AU
Street Kings,04-17-2008 ,66,"Action, Crime, Drama, Thriller", Released, English,20000000,65457811,AU
Harry Potter: A History Of Magic,10-28-2017 ,73,Documentary, Released, English,53600000,682429960,US
Fast & Furious,2009-02-04,67,"Action, Crime, Drama, Thriller", Released, English,85000000,359347833,AU
La conjura de El Escorial,2008-05-09,44,History, Released," Spanish, Castilian",132800000,545186295,US
Explorer: The Deepest Cave,05-30-2022 ,47,"Documentary, TV Movie", Released, English,137200000,937727044,US
Smokey and the Bandit,1977-01-07,69,"Action, Adventure, Comedy", Released, English,4300000,126737428,AU
The War with Grandpa,2020-03-12,65,"Comedy, Family", Released, English,38000000,46819069,AU
Die neuen Abenteuer des SanitÃ¤tsgefreiten Neumann,01-26-1978 ,75,Comedy, Released, German,90200000,668589731,DE
Problem Child 2,1991-03-07,58,Comedy, Released, English,15000000,32704700,US
Chef,2014-08-05,71,Comedy, Released, English,11000000,45967935,AU
47 Meters Down,10-31-2019 ,58,"Horror, Thriller, Adventure", Released, English,5300000,62633705,AU
Bermuda Tentacles,2014-04-04,41,Science Fiction, Released, English,97800000,554939984,US
Godzilla: Planet of the Monsters,11-17-2017 ,63,"Action, Science Fiction, Animation", Released, Japanese,146200000,367718408,JP
Masquerade,2023-09-03,70,"Drama, Comedy, Romance, Crime", Released, French,14000000,306869795,AU
Mutual Relations,11-26-2015 ,54,"Comedy, Romance", Released, Korean,98100000,376152926,KR
Babel,12-26-2006 ,72,Drama, Released, English,20000000,132121212,AU
Puppylove,2013-02-10,60,"Romance, Drama", Released, French,73000000,544378189,US
Intruders,2011-12-09,54,"Thriller, Horror, Fantasy", Released, English,1587000,8019,CA
The Unfamiliar,08-21-2020 ,59,"Thriller, Horror", Released, English,95800000,277746659,US
Drunken Master,1978-05-10,74,"Action, Comedy", Released, Cantonese,88240000,335240483,US
Flashdance,1983-05-08,65,"Drama, Romance", Released, English,7000000,201463574,AU
Natural Born Killers,09-29-1994 ,71,"Crime, Thriller, Drama", Released, English,34000000,50283563,AU
Project Power,08-14-2020 ,65,"Action, Crime, Science Fiction", Released, English,85100000,0,AU
StarDog and TurboCat,2019-06-12,72,"Animation, Comedy, Family", Released, English,2100000,585443,AU
In the Shadow of the Moon,09-27-2019 ,61,"Science Fiction, Thriller", Released, English,2000000,2175587,AU
Closer,01-27-2005 ,68,"Drama, Romance", Released, English,35000000,116148537,AU
King Kong,03-15-1933 ,76,"Adventure, Fantasy, Horror", Released, English,207000000,550517357,US
King Kong,03-15-1933 ,76,"Adventure, Fantasy, Horror", Released, English,23000000,90614445,US
King Kong,03-15-1933 ,76,"Adventure, Fantasy, Horror", Released, English,672000,10001781,US
Halloween II,08-28-2009 ,54,Horror, Released, English,2500000,25533818,US
The Wall,2017-03-08,63,"War, Thriller, Drama", Released, English,3000000,4495262,AU
Traffic,01-23-2001 ,71,"Thriller, Drama, Crime", Released, English,48000000,208300000,AU
Swapping: Perfect Neighbor,2019-04-11,47,Romance, Released, Korean,135200000,947468746,KR
The Healer,09-16-2016 ,72,"Family, Drama, Comedy", Released, English,96000000,639794953,CA
Memoirs of a Geisha,01-19-2006 ,77,"Drama, Romance, History", Released, English,85000000,161510853,AU
Uptown Girls,08-15-2003 ,66,"Family, Comedy, Drama", Released, English,20000000,44617342,US
Candyman,1993-11-02,66,"Drama, Horror, Thriller", Released, English,6000000,25792310,AU
Thumbelina,03-30-1994 ,65,"Animation, Family, Fantasy, Romance, Music", Released, English,28000000,11373501,US
Mercenaries,2014-05-08,53,Action, Released, English,110800000,514469805,US
Heartbreak Ridge,12-18-1986 ,68,"War, Action, Comedy, Drama", Released, English,15000000,42724017,AU
The Awakener,2018-01-11,63,"Thriller, Action, Crime, Drama", Released, Portuguese,3500000,2000000,BR
The Last Flight of Noah's Ark,06-24-1980 ,56,"Adventure, Family", Released, English,20502000,11000000,US
Out for Justice,1991-01-08,61,"Action, Crime", Released, English,14000000,39673161,AU
Hitch Hike,04-30-1977 ,68,"Crime, Drama, Thriller", Released, Italian,116200000,572201947,IT
PokÃ©mon the Movie: Black - Victini and Reshiram,2012-07-03,66,"Animation, Family, Adventure, Drama, Fantasy", Released, Japanese,102000000,677502762,AU
Polar Bear,04-22-2022 ,74,Documentary, Released, English,79500000,708023892,US
Cranston Academy: Monster Zone,06-24-2021 ,61,"Adventure, Science Fiction, Animation, Fantasy, Horror", Released, English,12400000,641308,AU
The Perfect Storm,06-29-2000 ,64,"Action, Adventure, Drama, Thriller", Released, English,120000000,328711434,AU
Jin-Roh: The Wolf Brigade,2000-03-06,74,"Animation, Science Fiction, Thriller", Released, Japanese,90940000,436562886,JP
Isn't It Romantic,2019-09-03,62,"Comedy, Fantasy, Romance", Released, English,92400000,398140613,AU
Casualties of War,01-25-1990 ,72,"Drama, History, War", Released, English,22500000,18671317,AU
In the Name of the King: A Dungeon Siege Tale,06-13-2008 ,47,"Adventure, Fantasy, Action, Drama", Released, English,60000000,13233220,AU
Sahara,2005-07-04,59,"Action, Adventure, Comedy, Drama, Mystery", Released, English,145000000,121645390,AU
Bleach the Movie: The DiamondDust Rebellion,12-22-2007 ,67,"Action, Adventure, Animation", Released, Japanese,107000000,555345100,JP
DC Spotlight: SHAZAM!,2019-09-08,0,Documentary, Released, English,241940000,175269999,US
Insensate,2021-04-08,68,"Mystery, Horror, Thriller", Released, Portuguese,148600000,575247768,BR
Polycarp,06-24-2015 ,71,"History, Drama", Released, English,89600000,547506975,US
Starship Troopers 3: Marauder,09-29-2008 ,47,"Adventure, Science Fiction, Action", Released, English,9000000,63503309,AU
Daughters of Eve,1985-07-02,54,"Horror, Drama, Crime", Released, Tagalog,143000000,268943590,PH
The Grudge 2,10-13-2006 ,55,"Horror, Thriller", Released, English,20000000,70743839,US
Boys on the Rooftop,2016-05-03,44,, Released," Spanish, Castilian",132800000,545186295,MX
Amadeus,1984-01-11,80,"History, Music, Drama", Released, English,18000000,51973029,AU
The Snitch Cartel,2011-11-11,70,"Drama, Crime", Released," Spanish, Castilian",98600000,674711852,CO
Naked Poison,09-23-2000 ,52,"Horror, Thriller", Released, Cantonese,121600000,346296946,HK
When Harry Met Sally...,10-18-1989 ,74,"Comedy, Romance, Drama", Released, English,16000000,92823546,AU
The Big Boss,10-23-1971 ,72,Action, Released, Chinese,100000,117017288,HK
Batman: Gotham by Gaslight,01-23-2018 ,67,"Thriller, Action, Animation, Science Fiction", Released, English,1000000,3469151,AU
How Much Do You Love Me?,10-26-2005 ,57,"Romance, Comedy", Released, French,107800000,760198381,FR
Boogie Nights,1998-12-02,76,Drama, Released, English,15000000,43111725,AU
Project A,12-22-1983 ,72,"Action, Comedy, Adventure", Released, Cantonese,120600000,505740474,HK
The Hunt,2013-02-05,81,Drama, Released, Danish,18200000,12400979,AU
BantÃº Mama,11-17-2022 ,53,Drama, Released," Spanish, Castilian",119600000,362461687,US
Hubie Halloween,2020-07-10,60,"Comedy, Mystery, Horror", Released, English,14000000,159353270,AU
Charlotte's Web,2006-07-12,62,"Comedy, Family, Fantasy", Released, English,85000000,144000000,AU
Inside Llewyn Davis,01-16-2014 ,72,"Drama, Music", Released, English,11000000,32943247,AU
Nine 1/2 Weeks,06-19-1986 ,61,"Romance, Drama", Released, English,18000000,6734844,AU
A Frozen Flower,12-30-2008 ,69,Drama, Released, Korean,10000000,18980744,KR
The Third Man,1950-03-03,80,"Thriller, Mystery", Released, English,28634530,1226098,AU
Erotic Nightmare,05-20-1999 ,54,Horror, Released, Cantonese,130800000,249577615,HK
Troll Hunter,10-29-2010 ,67,"Fantasy, Horror", Released," BokmÃ¥l, Norwegian, Norwegian BokmÃ¥l",3500000,4159678,NO
Balto II: Wolf Quest,02-19-2002 ,63,"Family, Animation, Adventure", Released, English,112800000,520553500,US
The Land Before Time: The Great Valley Adventure,12-13-1994 ,63,"Animation, Adventure, Family", Released, English,131400000,262387752,US
Wheels on Meals,08-17-1984 ,69,"Romance, Action, Comedy, Crime", Released, Cantonese,107800000,578253582,HK
Trick 'r Treat,2022-07-10,70,"Horror, Comedy", Released, English,12000000,164744752,US
Dracula 2000,12-22-2000 ,52,"Thriller, Horror, Action, Fantasy", Released, English,28000000,33000377,US
Into the Blue 2: The Reef,2010-10-02,53,"Action, Adventure, Thriller", Released, English,88800000,303573685,AU
The Disappearance of Haruhi Suzumiya,2010-05-02,77,"Comedy, Science Fiction, Mystery, Animation, Drama", Released, Japanese,123000000,709727103,JP
Gia,01-31-1998 ,71,"Romance, Drama", Released, English,122200000,503388912,US
Better Days,10-25-2019 ,83,Drama, Released, Chinese,9919000,225879065,CN
Problem Child,07-27-1990 ,60,Comedy, Released, English,10000000,72000000,US
Chained - The Seduction of Two Women,2017-11-04,60,"Drama, Romance", Released, Korean,140200000,132578311,KR
Believe Me: The Abduction of Lisa McVey,09-30-2018 ,81,"Drama, TV Movie", Released, English,67980000,1046659332,US
Tenacious D in The Pick of Destiny,2007-08-02,67,"Comedy, Music", Released, English,22000000,13405595,AU
V/H/S,2012-05-10,61,"Thriller, Horror", Released, English,9500000,100345,US
Pompeii,02-19-2014 ,55,"Action, Adventure, History, Romance, Drama", Released, English,80000000,108469033,AU
The Green Knight,07-30-2021 ,66,"Adventure, Drama, Fantasy", Released, English,15000000,20022491,AU
Haunting of the Mary Celeste,10-23-2020 ,54,Horror, Released, English,130800000,249577615,US
How to Build a Better Boy,08-17-2014 ,64,"Family, Science Fiction, TV Movie", Released, English,89000000,319022323,US
Outbreak,1995-06-04,65,"Action, Drama, Science Fiction, Thriller", Released, English,50000000,190023573,AU
Chronicles of the Ghostly Tribe,09-30-2015 ,59,"Adventure, Action, Thriller", Released, Chinese,19600000,99849421,CN
Buzz Lightyear of Star Command: The Adventure Begins,2000-08-08,64,"Animation, Family, Comedy, Science Fiction, Adventure", Released, English,135800000,334269573,US
Cop Land,01-29-1998 ,68,"Action, Crime, Drama", Released, English,15000000,63706632,AU
Entrapment,1999-08-07,62,"Romance, Drama, Mystery", Released, English,66000000,211700000,AU
Yesterday,06-27-2019 ,67,"Comedy, Fantasy, Music, Romance", Released, English,26000000,88092097,AU
Blue Velvet,02-26-1987 ,76,"Drama, Crime, Mystery, Thriller", Released, English,6000000,8618766,AU
My Lovely Angel,2021-12-05,73,Drama, Released, Korean,71400000,751654707,KR
Ben 10 Alien Swarm,11-25-2009 ,62,Adventure, Released, English,40000000,146438118,US
Yojimbo,2000-01-01,81,"Drama, Thriller", Released, Japanese,80660000,358911690,AU
Stalker,05-25-1979 ,82,"Science Fiction, Drama", Released, Russian,120000,80164423,SU
Transformers: Dark of the Moon,06-29-2011 ,62,"Action, Science Fiction, Adventure", Released, English,195000000,1123794079,AU
Koichiro Uno's Caressing the Peach,1985-06-04,0,, Released, Japanese,167540000,175269999,JP
The Death of the Incredible Hulk,02-18-1990 ,50,"Action, Drama, Science Fiction, TV Movie", Released, English,139200000,398272688,US
Zombie Strippers!,04-18-2008 ,48,"Comedy, Horror", Released, English,109000000,863034975,US
Love in the Maldives,2023-01-04,60,"TV Movie, Comedy, Romance", Released, English,97600000,800516044,US
Advanced Prostitute,2021-10-01,0,Drama, Released, Korean,174600000,175269999,KR
The Illusionist,2007-01-03,73,"Fantasy, Drama, Thriller, Romance", Released, English,16500000,83792062,AU
Barbie & Her Sisters in a Puppy Chase,2016-04-10,69,"Family, Animation", Released, English,108000000,533517648,US
I Care a Lot,02-19-2021 ,66,"Comedy, Crime, Thriller, Drama", Released, English,97000000,616021731,AU
Till Death,2021-02-08,68,"Horror, Thriller", Released, English,51489867,495268,AU
Railway Heroes,11-19-2021 ,70,"War, Drama", Released, Chinese,100600000,582164601,CN
The Machinist,2005-02-06,75,"Thriller, Drama", Released, English,5000000,8655397,AU
The Man in the Iron Mask,1998-02-04,66,"Adventure, Action, Drama", Released, English,35000000,56968169,AU
Operation Mincemeat,2022-12-05,65,"War, History, Drama", Released, English,6300000,15607881,AU
Everly,2015-10-04,55,"Thriller, Action", Released, English,5440000,358156,AU
BLACKPINK: Light Up the Sky,10-14-2020 ,83,"Documentary, Music", Released, Korean,107800000,575059686,US
Cici,10-27-2022 ,60,Drama, Released, Turkish,73800000,346352261,TR
The Second Wife,1998-05-11,53,"Comedy, Romance", Released, Italian,119050080,513557671,IT
The Island,07-28-2005 ,67,"Action, Thriller, Science Fiction, Adventure", Released, English,120000000,163018913,AU
The Island,07-28-2005 ,67,"Action, Thriller, Science Fiction, Adventure", Released, English,22000000,15716828,AU
L.O.R.D: Legend of Ravaging Dynasties,09-29-2016 ,71,"Animation, Fantasy, Drama, Science Fiction", Released, Chinese,102800000,378633011,AU
Barbie: A Perfect Christmas,2011-08-11,67,"Animation, Family", Released, English,112800000,356126925,AU
Anger Management,2003-11-04,61,Comedy, Released, English,56000000,195484552,US
Peter Pan & Wendy,04-28-2023 ,0,"Adventure, Fantasy, Family", Post Production, English,213000000,175269999,US
Mortdecai,01-29-2015 ,55,"Comedy, Adventure", Released, English,60000000,30396134,AU
Kizumonogatari Part 2: Nekketsu,08-19-2016 ,81,"Animation, Fantasy, Mystery", Released, Japanese,60380000,1225860043,JP
Tales from Earthsea,07-25-2007 ,66,"Animation, Fantasy, Adventure", Released, Japanese,22000000,68625104,AU
Pete's Dragon,09-15-2016 ,64,"Adventure, Family, Fantasy", Released, English,65000000,143695338,AU
Prey,2021-10-09,47,Thriller, Released, German,65000000,0,US
Sex and the Central,2003-06-02,25,"Drama, Romance, Comedy", Released, Cantonese,9541040,38139010,HK
Beautiful Minds,01-26-2022 ,74,"Comedy, Drama", Released, French,6839792,3358402,FR
L.A. Confidential,10-30-1997 ,78,"Crime, Mystery, Thriller", Released, English,35000000,126204977,AU
Changeling,2008-07-11,76,"Crime, Drama, Mystery", Released, English,55000000,113805580,AU
Urusei Yatsura: Only You,1983-11-02,64,"Animation, Romance, Science Fiction, Comedy, Family", Released, Japanese,82400000,421156804,JP
Triple 9,2016-03-03,59,"Action, Crime, Adventure, Thriller", Released, English,20000000,25943792,AU
Masters of the Universe,09-17-1987 ,57,"Action, Fantasy, Science Fiction, Adventure, Thriller", Released, English,22000000,17336370,AU
Cheaper by the Dozen 2,12-22-2005 ,61,"Comedy, Family, Adventure", Released, English,60000000,135015330,AU
The Lives of Others,01-30-2007 ,80,"Drama, Thriller", Released, German,2000000,70000000,AU
Boyhood,2014-04-09,75,Drama, Released, English,4000000,57273049,AU
Satan's Slaves 2: Communion,2022-04-11,74,"Drama, Horror, Mystery", Released, Indonesian,85200000,425925077,US
Loving Pablo,2018-09-03,63,"Crime, Drama", Released," Spanish, Castilian",4667008,17535962,ES
PokÃ©mon the Movie: Genesect and the Legend Awakened,07-13-2013 ,66,"Action, Adventure, Animation, Family", Released, Japanese,71200000,32300000,JP
Stitch! The Movie,08-26-2003 ,65,"Comedy, Adventure, Family, Animation", Released, English,128200000,875410458,US
Blair Witch,09-15-2016 ,52,"Thriller, Horror", Released, English,10000000,38985577,AU
Slumdog Millionaire,2008-11-12,77,"Drama, Romance", Released, English,14000000,383825427,AU
Deep Blue Sea 2,04-17-2018 ,52,"Action, Horror, Science Fiction", Released, English,156000000,199768995,US
Waiting for Bojangles,2022-01-03,75,"Drama, Comedy, Romance", Released, French,90200000,693402193,AU
Friend's Young Mom,10-23-2019 ,30,Romance, Released, Korean,15541000,38139010,KR
The Forest,2016-08-01,52,"Horror, Thriller, Mystery", Released, English,10000000,40749230,US
Spartacus,04-18-2004 ,69,"Action, Drama", Released, English,12000000,60000000,US
Scooby-Doo! Return to Zombie Island,08-27-2019 ,70,"Fantasy, Animation, Family, Adventure, Comedy, Mystery, Horror", Released, English,92500000,607457769,AU
BanG Dream! FILM LIVE 2nd Stage,08-20-2021 ,68,"Animation, Music, Comedy", Released, Japanese,22360900,283558,JP
Ghost Lab,05-26-2021 ,65,"Drama, Horror, Science Fiction, Thriller", Released, Thai,79180000,534341766,TH
"sex, lies, and videotape",11-30-1989 ,69,Drama, Released, English,1200000,24741667,AU
