movie_name,movie_date,score,genre,movie_status,ori_lang,budget,revenue,country
The Counterfeiters,03-23-2007 ,73,"Drama, War", Released, German,106000000,144565535,AT
One Fine Day,04-17-1997 ,64,"Romance, Comedy", Released, English,41220000,97529550,AU
Redline,05-27-2010 ,75,"Animation, Action, Science Fiction", Released, Japanese,75600000,454911145,AU
D-Tox,09-20-2002 ,56,"Action, Thriller, Horror", Released, English,55000000,6632383,US
The Great Silence,01-25-1969 ,75,"Western, Action", Released, Italian,146000000,725103574,FR
There's Something About Mario,2021-10-06,61,Comedy, Released, Portuguese,150600000,414413080,BR
Two Queens and One Consort,1981-01-10,60,Drama, Released," Dutch, Flemish",73800000,346352261,NL
Freaky Friday,2018-10-08,55,"Family, Fantasy, TV Movie, Comedy", Released, English,26000000,160822438,US
Save the Last Dance,2001-05-04,66,"Drama, Family, Romance, Music", Released, English,13000000,122244329,AU
My Little Pony: Equestria Girls - Legend of Everfree,2016-01-10,74,"Adventure, Animation, Music, Fantasy, Comedy", Released, English,151000000,412341375,US
Chain Reaction,01-16-1997 ,57,"Science Fiction, Action, Drama, Thriller", Released, English,55000000,60209334,AU
T2 Trainspotting,2017-02-02,70,"Drama, Comedy", Released, English,18000000,42067430,AU
Married to the Mob,08-19-1988 ,59,"Comedy, Crime, Romance", Released, English,10000000,21486757,US
Breathe,12-26-2017 ,75,"Drama, Romance", Released, English,669601,477815,AU
Stargate: The Ark of Truth,2008-11-03,72,"Action, Adventure, Science Fiction, TV Movie", Released, English,7000000,8900000,AU
Happiness,03-25-1999 ,75,"Comedy, Drama", Released, English,3000000,5746453,AU
Lola Ãndigo: La NiÃ±a,05-17-2022 ,72,"Documentary, History", Released," Spanish, Castilian",71000000,493770791,ES
The Limehouse Golem,10-18-2016 ,62,"Horror, Mystery, Thriller", Released, English,9288226,2225698,AU
Keeping Up with the Joneses,10-20-2016 ,61,"Action, Comedy", Released, English,40000000,28804426,AU
Megan Leavey,04-23-2018 ,73,"Drama, War", Released, English,7048000,13406883,AU
The Last of Us: One Night Live,07-28-2014 ,75,Drama, Released, English,127200000,564158441,US
The Courageous Heart of Irena Sendler,04-19-2009 ,73,"Drama, War", Released, English,106000000,144565535,US
McLintock!,11-13-1963 ,66,"Western, Comedy", Released, English,83800000,408428437,US
The Idiots,07-17-1998 ,65,"Drama, Comedy", Released, Danish,2500000,7235,DK
Ice Soldiers,2013-06-12,54,"Action, Science Fiction", Released, English,66600000,453621128,US
Crime Story,06-24-1993 ,67,"Action, Crime", Released, Cantonese,55001500,194720,HK
A un paso de mÃ­,2021-10-09,71,"Adventure, Comedy, Drama", Released," Spanish, Castilian",88600000,654908655,ES
Out of the Clear Blue Sky,12-24-2019 ,82,"Comedy, Drama, Music", Released," Spanish, Castilian",144000000,1135762456,MX
Amateur Night,2016-12-08,56,Comedy, Released, English,88200000,557019596,US
Adulterers,2016-05-01,59,"Thriller, Crime, Drama", Released, English,750000,0,US
Just Cause,02-17-1995 ,62,"Action, Drama, Mystery, Thriller", Released, English,145400000,647852169,US
Snow White: The Fairest of Them All,10-28-2001 ,59,"Adventure, Family, Fantasy, TV Movie", Released, English,135400000,387557034,AU
Trail of the Pink Panther,12-17-1982 ,52,"Comedy, Crime, Mystery", Released, English,3460000,9056073,US
Gaslight,02-15-1945 ,75,"Thriller, Drama, Mystery, Crime", Released, English,2068000,75334861,AU
Ocean's Eleven,1960-10-08,64,"Crime, Comedy, Music", Released, English,85000000,450728529,US
God's Own Country,2017-01-09,78,"Romance, Drama", Released, English,26225304,2559939,GB
Behaving Badly,09-16-2015 ,53,Comedy, Released, English,5520018,422697,AU
The Girl Who Believes in Miracles,2021-02-04,77,"Family, Drama", Released, English,90400000,747870667,US
The Crying Game,1993-04-03,69,"Crime, Drama, Thriller", Released, English,4000000,62546695,AU
The Yards,2001-03-05,62,"Crime, Drama, Thriller", Released, English,20000000,2282710,AU
Only Lovers Left Alive,04-17-2014 ,73,"Drama, Romance", Released, English,7000000,7600000,AU
Silver Streak,1976-03-12,67,"Comedy, Crime, Romance, Thriller", Released, English,6500000,51079064,US
Macross Î” the Movie: Passionate WalkÃ¼re,2018-09-02,58,"Animation, Action, Drama, Science Fiction, War, Romance, Music", Released, Japanese,139000000,738319589,JP
Breakin',1984-10-01,68,"Music, Comedy, Drama, Romance", Released, English,1200000,38682707,US
Money Monster,2016-02-06,64,"Thriller, Drama", Released, English,27000000,93466095,AU
Captain Underpants: Mega Blissmas,2020-04-12,62,"Animation, Family, Comedy", Released, English,140140000,372360380,US
The Last Full Measure,07-31-2020 ,75,"War, Drama", Released, English,20000000,3321111,AU
Beneath,2013-08-10,54,Horror, Released, English,89,3174356,US
Spinning Gold,03-31-2023 ,45,"Drama, Music", Released, English,27000000,2264859,US
Class,07-22-1983 ,59,"Comedy, Drama", Released, English,7000000,21600000,US
Johnson Family Vacation,2004-07-04,55,"Comedy, Family", Released, English,12000000,31286759,US
I Am Bruce Lee,2012-09-02,78,Documentary, Released, English,101700000,716719914,US
Let's Go to Prison,2007-04-04,57,"Comedy, Crime", Released, English,4000000,4630045,AU
The Little Mermaid II: Return to the Sea,2000-01-11,64,"Animation, Adventure, Family, Comedy", Released, English,144000000,317848249,AU
My Stepmother Is an Alien,1988-09-12,57,"Comedy, Science Fiction", Released, English,16000000,13854000,US
Last Man Standing,1996-05-10,63,"Action, Crime, Drama, Thriller, Mystery", Released, English,67000000,18149997,AU
Sweat,2021-01-09,65,"Drama, Thriller", Released, Polish,1619835,11546,AU
Rob Roy,04-13-1995 ,67,"Adventure, History, Drama, Action, War", Released, English,28000000,31390587,AU
K: Seven Stories Movie 3 - Side:Green - The Overwritten World,2018-01-09,45,"Animation, Action, Fantasy", Released, Japanese,134300000,484597114,JP
Please Don't Save Me,2020-10-09,63,Drama, Released, Korean,87000000,416389640,KR
The Invisible Thread,2022-04-03,67,"Comedy, Drama", Released, Italian,64200000,252076159,IT
A Lonely Place to Die,2011-07-09,62,"Adventure, Action, Thriller, Crime", Released, English,4000000,442550,GB
The Tournament,2009-01-05,59,"Horror, Action, Thriller", Released, English,8000000,25193614,US
Napoleon Dynamite,2004-11-11,68,Comedy, Released, English,400000,46122713,AU
Shimmer Lake,2017-09-06,58,"Thriller, Crime, Drama, Mystery", Released, English,100800000,474331140,US
Soy Luna: The Last Concert,02-26-2021 ,82,"Music, Documentary", Released," Spanish, Castilian",106800000,704045289,MX
Grappler Baki: The Ultimate Fighter,08-21-1994 ,66,"Animation, Action", Released, Japanese,71600000,533712883,JP
The Divide,01-20-2012 ,59,"Horror, Science Fiction", Released, English,3000000,156362,CA
SPL II: A Time for Consequences,07-30-2015 ,68,"Action, Crime, Thriller", Released, Cantonese,113000000,365992131,CN
Raw Deal,1986-06-06,58,"Action, Crime, Thriller", Released, English,8500000,16209459,US
Dark Angel,09-28-1990 ,60,"Action, Thriller, Science Fiction, Crime, Horror", Released, English,7000000,4372561,US
Shameless,07-20-2012 ,56,"Drama, Romance", Released, Polish,38998000,360848744,PL
Analyze That,01-16-2003 ,58,"Comedy, Crime", Released, English,60000000,54994757,AU
Sharknado 3: Oh Hell No!,08-31-2015 ,47,"Action, TV Movie, Science Fiction, Comedy, Adventure", Released, English,141500000,947468746,AU
A Star Is Born,1977-01-10,60,"Drama, Music, Romance", Released, English,6000000,80000000,AU
Northanger Abbey,10-24-2007 ,69,"Romance, Drama, TV Movie", Released, English,162200000,523884067,AU
Mother's Friend 2,09-13-2018 ,0,Romance, Released, Korean,181600000,175269999,KR
Midnight Party,01-23-1976 ,47,"Drama, Comedy, Crime", Released, French,147200000,937727044,DE
Noise,10-13-2022 ,71,Drama, Released," Spanish, Castilian",100000000,369861964,AR
Genesis: The Creation and the Flood,1994-06-09,54,"Adventure, Drama, Fantasy", Released, Italian,92800000,367006935,IT
The Void,10-21-2016 ,59,"Mystery, Horror, Science Fiction", Released, English,7001468,151042,CA
Windstruck,2004-03-06,72,"Comedy, Romance, Drama", Released, Korean,1260400,5331377,KR
Criminal Activities,11-20-2015 ,59,"Thriller, Crime, Drama", Released, English,7000000,386744,US
Be Cool,2005-04-03,54,"Comedy, Crime", Released, English,75000000,94944017,US
The Homesman,11-14-2014 ,66,"Western, Drama", Released, English,16000000,8217571,US
Time Bandits,1981-11-12,66,"Family, Fantasy, Science Fiction, Adventure, Comedy", Released, English,12000000,37400000,AU
Black Eagle,1988-01-05,50,"Action, Drama", Released, English,3000000,2899184,US
Fireworks,01-24-1998 ,77,"Crime, Drama", Released, Japanese,115000000,593663761,JP
The Peanut Butter Falcon,2019-01-10,74,"Adventure, Comedy, Drama", Released, English,6200000,23191551,AU
The Fly II,1989-10-02,56,"Horror, Science Fiction, Thriller", Released, English,4865000,38903179,US
Veteran,2015-05-08,69,"Action, Comedy, Crime", Released, Korean,7528230,87970000,KR
Locke,2014-08-06,69,"Drama, Thriller", Released, English,2000000,2088390,AU
Runaway Train,1986-05-06,70,"Action, Thriller, Drama, Adventure", Released, English,9000000,7936012,AU
Be Careful What You Wish For,04-24-2020 ,67,Horror, Released," Spanish, Castilian",60800000,470197771,MX
Due West: Our Sex Journey,09-20-2012 ,56,"Comedy, Drama, Romance", Released, Cantonese,115000000,823771524,AU
The Birth of a Nation,1915-08-02,61,"Drama, History, War", Released, English,10000000,16891011,US
The Birth of a Nation,1915-08-02,61,"Drama, History, War", Released, English,110000,11000000,US
I'm No Longer Here,10-21-2019 ,78,Drama, Released," Spanish, Castilian",849080,4679112,MX
"Merry Christmas, Drake & Josh",2008-05-12,74,"Comedy, TV Movie", Released, English,120400000,355012205,US
Hillbilly Elegy,2020-12-11,68,Drama, Released, English,45000000,38852,AU
American Heist,07-14-2015 ,48,Action, Released, English,10000000,2341218,US
Youthful Older Sister,03-15-2018 ,0,Romance, Released, Korean,181600000,175269999,KR
Blow Out,01-14-1982 ,73,"Crime, Drama, Mystery, Thriller", Released, English,18000000,13747988,AU
The Swarm,2021-06-08,58,Horror, Released, French,70740000,431298841,AU
Premonition,2004-01-01,61,Horror, Released, Japanese,20000000,84146832,US
Autumn in New York,2000-11-08,61,"Drama, Romance", Released, English,40000000,90717684,US
R.L. Stine's Monsterville: The Cabinet of Souls,09-29-2015 ,68,"Comedy, Horror", Released, English,4400000,278663368,US
Anna and the King,12-16-1999 ,68,"Drama, Romance, History", Released, English,75000000,39251128,AU
Chisum,07-29-1970 ,68,Western, Released, English,4000000,6000000,US
99 Moons,2023-10-05,0,Drama, Released, German,174600000,175269999,FR
Survive the Night,05-22-2020 ,51,"Action, Thriller", Released, English,75650080,776465584,US
The Siege,2023-10-03,50,"Action, Thriller", Released, English,70000000,116625798,US
"Angus, Thongs and Perfect Snogging",07-25-2008 ,64,"Comedy, Drama, Family, Romance", Released, English,43160000,14924998,US
Pinocchio,2002-11-10,58,"Comedy, Family, Fantasy", Released, Italian,45000000,31681811,IT
Pinocchio,2002-11-10,58,"Comedy, Family, Fantasy", Released, Italian,13200000,30360375,IT
Pinocchio,2002-11-10,58,"Comedy, Family, Fantasy", Released, Italian,2289247,84300000,IT
To Catch a Thief,1955-03-08,73,"Crime, Drama, Mystery, Romance, Thriller", Released, English,2500000,8750000,US
The Tall Man,07-19-2012 ,60,"Horror, Mystery, Thriller", Released, English,18200000,23757836,CA
The Gruffalo,2010-09-07,72,"Animation, Family", Released, English,115500000,425732546,AU
Angel's Egg,12-22-1985 ,78,"Animation, Fantasy, Mystery", Released, Japanese,136000000,596365974,JP
Young Sherlock Holmes,12-19-1985 ,68,Adventure, Released, English,18000000,19739000,AU
The Bar,03-24-2017 ,63,"Horror, Thriller, Comedy", Released," Spanish, Castilian",6045750,3662671,ES
The Stanford Prison Experiment,07-17-2015 ,69,Thriller, Released, English,57600000,643557,US
The Prodigy,2019-08-02,62,"Horror, Thriller", Released, English,6000000,22413145,CA
Victoria,2015-11-06,77,"Crime, Thriller, Romance", Released, German,25771333,3191971,DE
Alvin and the Chipmunks Meet the Wolfman,08-29-2000 ,69,"Family, Fantasy, Comedy, Animation, Music", Released, English,129000000,447742008,US
Bad Santa 2,11-24-2016 ,53,"Comedy, Crime, Drama, Mystery", Released, English,26000000,23345113,AU
Mommy,09-19-2014 ,83,Drama, Released, French,4900000,17536004,CA
Gabriel's Rapture: Part I,11-24-2021 ,80,Romance, Released, English,81800000,194415185,US
Topkapi,09-17-1964 ,66,"Adventure, Comedy, Crime", Released, English,137000000,434756504,US
Cuidado con lo que deseas,2021-12-11,46,"Family, Fantasy, Comedy", Released," Spanish, Castilian",111500000,872776677,ES
After My Death,09-13-2018 ,73,"Drama, Mystery", Released, Korean,129400000,657972456,KR
Sailor Uniform: Lily Lovers,06-24-1983 ,55,Drama, Released, Japanese,142000000,454488626,JP
K: Seven Stories Movie 5 - Memory of Red - Burn,2018-03-11,65,"Animation, Action, Fantasy", Released, Japanese,141280000,608857282,JP
Third Person,09-25-2014 ,59,"Drama, Romance", Released, English,28000000,1749201,AU
Burning Bright,08-17-2010 ,63,"Drama, Horror, Thriller", Released, English,8250689,58147,US
Kaliwaan,04-29-2022 ,58,Thriller, Released, Tagalog,97140000,181655466,PH
The Decameron,08-25-1971 ,70,"History, Drama, Comedy", Released, Italian,53380000,428057756,IT
Kon-Tiki,2013-04-04,69,"Adventure, History", Released, Norwegian,16600000,257720413,DK
Holy Smoke,02-18-2000 ,56,"Comedy, Drama", Released, English,153000000,281538098,US
Shadow,2018-02-10,68,"Action, Drama", Released, Chinese,44005000,91708374,AU
Chocolate,2008-06-02,73,"Action, Comedy, Crime", Released, Thai,76400000,519285161,TH
Salma's Big Wish,10-30-2019 ,68,"Animation, Family, Fantasy", Released," Spanish, Castilian",87000000,459237806,MX
They're Playing with Fire,1984-05-07,55,"Crime, Horror, Thriller", Released, English,91800000,298735768,AU
"Hello, Dolly!",1969-12-12,70,"Comedy, Romance, Music", Released, English,24000000,33208099,US
The Double Life of VÃ©ronique,05-15-1991 ,75,"Drama, Mystery, Fantasy", Released, French,515001,1999955,FR
The Nutty Professor,1963-04-06,66,"Comedy, Romance, Science Fiction", Released, English,55000000,273814019,US
Dead Ringers,09-23-1988 ,72,"Thriller, Horror", Released, English,13000000,8038508,US
Moonstruck,12-16-1987 ,69,"Comedy, Drama, Romance", Released, English,15000000,80640528,US
Fired Up!,04-23-2009 ,61,Comedy, Released, English,20000000,18599102,AU
Bloody Hell,01-14-2021 ,65,"Horror, Comedy", Released, English,41724000,28037,AU
Bixler High Private Eye,01-21-2019 ,77,"Adventure, Family, TV Movie", Released, English,132600000,493834098,US
Charlton Heston: Radical to Right Wing,02-24-2023 ,90,"Documentary, TV Movie", Released, French,264000000,1263824107,FR
Mona Lisa,06-13-1986 ,69,"Crime, Drama, Romance, Thriller", Released, English,50498000,5794184,US
We Own the Night,02-28-2008 ,67,"Drama, Crime, Thriller", Released, English,28000000,55307857,AU
Wounds,01-26-2019 ,40,"Horror, Mystery, Thriller", Released, English,101800000,858637629,US
The Domestics,06-28-2018 ,62,"Thriller, Horror", Released, English,110000000,244165005,US
How I Fell in Love with a Gangster,2022-05-01,67,"Crime, Drama", Released, Polish,68900000,312720495,PL
Luis und die Aliens,2018-07-06,64,"Animation, Family", Released, German,51400000,379998436,DK
The Survivalist,2021-01-10,40,"Action, Science Fiction, Thriller", Released, English,101800000,858637629,US
Nameless Gangster,2012-02-02,69,"Crime, Thriller", Released, Korean,125000,257720413,KR
Fame,1980-01-08,65,"Drama, Music", Released, English,18000000,80227619,AU
The Return of the Pink Panther,1975-04-12,68,"Mystery, Comedy, Crime", Released, English,5000000,41833347,AU
THX 1138,1971-11-03,65,"Science Fiction, Action, Drama", Released, English,777000,2437000,AU
Shrek in the Swamp Karaoke Dance Party,2001-02-11,63,"Animation, Comedy, Music, Family, Romance", Released, English,107000000,187789413,US
Churchill,09-27-2017 ,62,"Drama, History", Released, English,10000000,7582196,AU
Crayon Shin-chan: Super-Dimension! The Storm Called My Bride,04-17-2010 ,81,"Animation, Comedy, Family", Released, Japanese,124000000,752364323,JP
